City_ID,City,Country,Temperature,Humidity,Cloudiness,Windspeed,Latitude,Longitude,Date
366,kendari,ID,76.14,93,100,2.71,-3.945,122.4989,1680012860
367,padre bernardo,BR,82.9,56,99,2.53,-15.35,-48.5,1680012860
368,asau,RO,42.28,36,88,13.09,46.4333,26.4,1680012860
369,tucumcari,US,26.44,46,0,3.44,35.1717,-103.725,1680012861
370,mahanoro,MG,77.29,89,100,12.06,-19.9,48.8,1680012861
371,bitung,ID,79.65,81,88,4.41,1.4451,125.1824,1680012861
372,camana,PE,76.08,74,95,4.56,-16.6228,-72.7111,1680012861
373,ustynivka,UA,44.11,87,100,20.02,47.9551,32.5367,1680012862
374,sunbury,AU,61.83,89,100,10.36,-37.5833,144.7333,1680012862
375,sur,OM,78.08,69,32,6.8,22.5667,59.5289,1680012863
376,caramay,PH,78.03,82,79,5.12,10.1815,119.236,1680012863
377,kudahuvadhoo,MV,83.05,72,40,5.55,2.6708,72.8944,1680012863
378,kot khai,IN,51.66,77,25,2.01,31.1167,77.5333,1680012864
379,santa maria da boa vista,BR,85.62,41,9,8.34,-8.8078,-39.8256,1680012865
380,cabedelo,BR,88.47,66,17,11.32,-6.9811,-34.8339,1680012840
381,solhan,TR,51.57,68,82,9.86,38.9634,41.0293,1680012625
382,belton,US,36.36,88,100,11.5,38.812,-94.5319,1680012865
383,pisco,PE,73.02,87,100,6.33,-13.7,-76.2167,1680012866
384,harper,LR,83.57,72,45,8.97,4.375,-7.7169,1680012866
385,mamallapuram,IN,86.05,76,92,14.58,12.6264,80.1722,1680012866
386,vao,NC,76.78,79,40,15.17,-22.6667,167.4833,1680012867
387,hobyo,SO,85.17,68,62,12.48,5.3505,48.5268,1680012867
388,kohlu,PK,71.49,29,97,12.66,29.8962,69.252,1680012869
389,windsor,CA,42.08,71,13,3.0,42.3001,-83.0165,1680012586
390,obihiro,JP,33.13,78,3,2.13,42.9172,143.2044,1680012869
391,moranbah,AU,73.33,70,65,8.19,-22.0016,148.0466,1680012759
392,tonj,SS,100.69,14,30,6.71,7.2737,28.6822,1680012870
393,taoudenni,ML,101.41,6,100,10.85,22.6783,-3.9836,1680012870
394,corinth,GR,61.9,35,7,22.3,37.9407,22.9573,1680012871
395,dabhol,IN,76.42,68,51,9.37,17.6,73.1667,1680012871
396,krasnoselkup,RU,5.79,91,100,8.19,65.7,82.4667,1680012871
397,rundu,NA,70.38,76,100,7.09,-17.9333,19.7667,1680012871
398,torquay,GB,50.94,97,100,5.99,50.4638,-3.5143,1680012758
399,bani walid,LY,75.31,24,0,12.8,31.7566,13.9942,1680012872
400,arti,RU,39.02,89,100,9.91,56.4234,58.5328,1680012872
401,kloulklubed,PW,75.7,70,69,6.6,7.0419,134.2556,1680012872
402,taseyevo,RU,34.05,99,100,5.12,57.2169,94.8978,1680012873
403,oyama,JP,55.58,72,54,6.08,36.3,139.8,1680012873
404,bulgan,MN,40.23,37,81,4.85,48.8125,103.5347,1680012873
405,mackay,AU,71.69,77,8,3.56,-21.15,149.2,1680012873
406,ondjiva,AO,79.68,53,100,4.21,-17.0667,15.7333,1680012874
407,orchard homes,US,29.28,78,100,11.5,46.8633,-114.0484,1680012874
408,petropavlovsk-kamchatskiy,RU,28.99,64,0,11.18,53.0452,158.6483,1680012874
409,cabatuan,PH,77.88,76,94,8.37,10.8794,122.486,1680012874
410,atar,MR,97.56,6,71,10.02,20.5169,-13.0499,1680012875
411,humaita,BR,78.33,84,100,1.7,-7.5061,-63.0208,1680012875
412,virginia beach,US,56.03,82,75,3.44,36.8529,-75.978,1680012603
413,margate,GB,45.3,84,100,7.0,51.3813,1.3862,1680012875
414,neuquen,AR,71.49,43,0,0.0,-38.9516,-68.0591,1680012875
415,strezhevoy,RU,37.89,100,100,10.74,60.7333,77.5889,1680012876
416,kavaratti,IN,81.43,73,5,13.8,10.5669,72.642,1680012876
417,aguilas,ES,65.59,53,40,9.53,37.4063,-1.5829,1680012876
418,sao felix do xingu,BR,80.06,85,100,1.52,-6.6447,-51.995,1680012876
419,gilching,DE,46.18,44,20,12.66,48.1021,11.2977,1680012876
420,padang,ID,75.25,87,100,1.52,-0.9492,100.3543,1680012877
421,itupiranga,BR,80.92,97,99,4.07,-5.1347,-49.3267,1680012877
422,tezu,IN,66.43,57,50,4.68,27.9167,96.1667,1680012878
423,mporokoso,ZM,69.39,84,98,2.28,-9.3727,30.125,1680012878
424,kahului,US,71.83,88,75,6.91,20.8947,-156.47,1680012784
425,zheleznodorozhnyy,RU,50.22,66,98,9.01,55.7503,38.0042,1680012878
426,kiunga,PG,73.92,99,100,1.21,-6.1219,141.2906,1680012878
427,valparaiso,CL,66.0,85,75,4.61,-33.0393,-71.6273,1680012879
428,san lorenzo,PY,85.14,39,0,5.75,-25.3333,-57.5333,1680012879
429,omboue,GA,80.87,78,99,8.59,-1.5746,9.2618,1680012879
430,pemangkat,ID,79.75,85,60,8.66,1.1667,108.9667,1680012879
431,lardos,GR,64.22,62,0,23.15,36.0942,28.0157,1680012879
432,palora,EC,68.11,80,99,0.87,-1.7,-77.9333,1680012880
433,moussoro,TD,99.32,10,50,10.56,13.6408,16.4901,1680012880
434,tabuk,PH,73.54,90,28,4.21,17.4189,121.4443,1680012785
435,kuching,MY,84.02,73,40,2.3,1.55,110.3333,1680012881
436,fort nelson,CA,24.39,63,75,6.91,58.8053,-122.7002,1680012881
437,nosy varika,MG,77.32,85,100,13.89,-20.5833,48.5333,1680012881
438,bradford,GB,47.82,91,75,11.5,53.7939,-1.7521,1680012718
439,chumphon,TH,71.49,85,6,2.3,10.3333,98.8333,1680012883
440,goundam,ML,103.42,14,49,14.76,16.4145,-3.6708,1680012883
441,praia,CV,86.54,51,0,9.22,14.9215,-23.5087,1680012674
442,ust-omchug,RU,-1.84,98,81,7.81,61.15,149.6333,1680012884
443,kholmogory,RU,26.98,84,20,2.98,64.2229,41.656,1680012884
444,vrangel,RU,36.43,92,0,1.3,42.7297,133.0839,1680012884
445,oistins,BB,82.49,65,20,25.32,13.0667,-59.5333,1680012602
446,touros,BR,78.78,84,100,5.66,-5.1989,-35.4608,1680012588
447,juegang,CN,52.92,64,100,8.61,32.3174,121.1855,1680012885
448,cap malheureux,MU,79.47,78,100,1.01,-19.9842,57.6142,1680012885
449,leh,IN,21.97,61,100,1.9,34.1667,77.5833,1680012885
450,codrington,AU,55.24,85,3,5.26,-38.2667,141.9667,1680012886
451,zhuanghe,CN,41.22,85,0,3.33,39.7008,122.9911,1680012886
452,togur,RU,41.36,89,100,14.9,58.3631,82.8265,1680012886
453,hima,UG,74.19,69,100,2.39,0.2958,30.1804,1680012886
454,cherskiy,RU,1.35,82,21,13.67,68.75,161.3,1680012887
455,sokoto,NG,101.19,7,98,9.42,13.0609,5.239,1680012887
456,hokitika,NZ,43.47,67,0,10.27,-42.7167,170.9667,1680012887
457,alice springs,AU,88.21,40,100,5.75,-23.7,133.8833,1680012887
458,acapulco,MX,76.82,53,0,5.75,16.8634,-99.8901,1680012634
459,tuatapere,NZ,41.43,72,94,2.33,-46.1333,167.6833,1680012623
460,rognan,NO,30.56,66,0,5.61,67.0953,15.3878,1680012888
461,aleksandrov gay,RU,58.24,46,46,13.47,50.147,48.5704,1680012888
462,puntarenas,CR,83.35,59,9,3.8,9.9763,-84.8384,1680012888
463,minot,US,3.42,85,20,17.27,48.2325,-101.2963,1680012889
464,kapit,MY,74.12,96,76,1.03,2.0167,112.9333,1680012889
465,matai,TZ,64.02,94,100,2.17,-8.3,31.5167,1680012889
466,vuktyl,RU,17.04,81,11,9.98,63.8567,57.3094,1680012889
467,hami,CN,62.29,11,0,6.93,42.8,93.45,1680012889
468,kangaatsiaq,GL,-4.92,98,89,4.27,68.3065,-53.4641,1680012890
469,port-cartier,CA,36.75,95,100,1.52,50.0334,-66.8654,1680012890
470,joshimath,IN,51.39,78,99,1.92,30.5667,79.5667,1680012890
471,xacmaz,AZ,56.62,64,0,9.69,41.4635,48.806,1680012890
472,songjianghe,CN,31.69,50,8,5.3,42.1859,127.479,1680012891
473,ventspils,LV,33.73,86,100,19.57,57.3894,21.5606,1680012891
474,cockburn town,TC,76.89,76,4,18.23,21.4612,-71.1419,1680012891
475,sa kaeo,TH,80.85,67,100,7.83,13.75,102.3333,1680012892
476,balkanabat,TM,65.46,43,20,10.56,39.5108,54.3671,1680012892
477,zhigansk,RU,-9.04,99,61,10.29,66.7697,123.3711,1680012892
478,fort-shevchenko,KZ,54.03,64,0,8.14,44.5086,50.263,1680012892
479,begunitsy,RU,30.47,94,100,4.21,59.5855,29.3176,1680012893
480,sorland,NO,31.86,51,0,9.22,67.667,12.6934,1680012893
481,zaysan,KZ,40.12,77,13,0.85,47.4667,84.8667,1680012893
482,arraial do cabo,BR,82.26,65,75,8.05,-22.9661,-42.0278,1680012893
483,tashtyp,RU,36.19,91,77,4.05,52.7939,89.8983,1680012893
484,lewistown,US,44.19,84,100,8.05,40.5992,-77.5714,1680012894
485,kinel-cherkassy,RU,50.38,62,100,8.3,53.4706,51.4743,1680012894
486,santa maria,BR,80.94,38,0,4.5,-29.6842,-53.8069,1680012807
487,mingaora,PK,60.73,59,71,2.06,34.7758,72.3625,1680012895
488,cordoba,AR,84.76,47,20,11.5,-31.4135,-64.1811,1680012895
489,sambava,MG,82.15,76,87,5.14,-14.2667,50.1667,1680012895
490,zorgo,BF,96.01,27,84,4.76,12.2489,-0.6158,1680012895
491,miles city,US,20.37,73,75,6.91,46.4083,-105.8406,1680012896
492,bardiyah,LY,65.88,55,0,20.09,31.7561,25.0865,1680012896
493,shakawe,BW,76.96,58,88,5.88,-18.3667,21.85,1680012896
494,karratha,AU,83.84,57,100,1.74,-20.7377,116.8463,1680012818
495,melfi,IT,50.56,41,4,19.01,40.9965,15.6514,1680012896
496,garmsar,IR,70.09,34,9,11.45,35.2182,52.3409,1680012897
497,tura,IN,72.43,40,7,3.51,25.5198,90.2201,1680012897
498,moba,CN,45.45,72,100,2.57,33.2288,105.0179,1680012897
499,ruteng,ID,62.89,93,99,0.47,-8.6136,120.4721,1680012897
500,bonthe,SL,88.66,58,53,11.79,7.5264,-12.505,1680012897
501,shimoda,JP,50.11,79,20,12.46,34.6667,138.95,1680012898
502,abu samrah,SY,66.11,42,0,20.0,35.3029,37.1841,1680012898
503,markala,ML,101.61,8,4,1.74,13.7021,-6.0659,1680012898
504,tautira,PF,80.33,79,86,7.49,-17.7333,-149.15,1680012898
505,biltine,TD,99.75,12,90,8.75,14.5333,20.9167,1680012899
506,aktau,KZ,59.58,57,1,8.79,43.65,51.2,1680012899
507,lodwar,KE,93.27,33,30,9.95,3.1191,35.5973,1680012899
508,trairi,BR,82.56,75,78,5.28,-3.2778,-39.2689,1680012716
509,ndioum,SN,101.21,5,50,6.29,16.5129,-14.6471,1680012899
510,cabo san lucas,MX,67.51,80,79,0.34,22.8909,-109.9124,1680012618
511,ganderkesee,DE,46.81,59,75,11.5,53.0333,8.5333,1680012900
512,sao jose da coroa grande,BR,83.93,65,48,6.76,-8.8978,-35.1478,1680012900
513,polunochnoye,RU,23.79,89,100,9.98,60.8697,60.4153,1680012900
514,kibala,TD,104.4,11,76,2.91,9.1104,18.3463,1680012901
515,delta del tigre,UY,73.81,64,0,16.11,-34.7633,-56.3853,1680012901
516,lloret de mar,ES,63.91,66,1,14.67,41.6999,2.8457,1680012901
517,szamotuly,PL,43.14,37,100,19.22,52.612,16.5779,1680012901
518,arenapolis,BR,84.22,66,88,4.29,-14.4503,-56.8461,1680012827
519,malanje,AO,77.56,64,92,4.81,-9.5402,16.341,1680012902
520,flin flon,CA,-13.16,70,0,2.3,54.7682,-101.865,1680012903
521,desna,UA,44.92,89,100,6.46,50.9273,30.7605,1680012903
522,kununurra,AU,76.98,83,100,3.44,-15.7667,128.7333,1680012904
523,sainte-maxime,FR,67.75,40,4,11.21,43.3,6.6333,1680012904
524,bubaque,GW,78.35,66,6,8.03,11.2833,-15.8333,1680012904
525,nerang,AU,76.77,91,98,2.51,-27.9833,153.3333,1680012725
526,sinnamary,GF,78.49,84,100,9.17,5.3833,-52.95,1680012904
527,labuan,MY,81.43,77,100,9.06,5.2767,115.2417,1680012905
528,damaturu,NG,98.24,7,18,11.32,11.747,11.9608,1680012905
529,ust-tsilma,RU,22.53,83,78,8.25,65.441,52.1498,1680012905
530,half moon bay,US,53.38,66,100,25.32,37.4636,-122.4286,1680012827
531,san pedro,PH,83.35,71,20,9.22,14.35,121.0167,1680012906
532,alhadas,PT,80.42,42,100,7.09,40.1861,-8.7906,1680012906
533,west wendover,US,27.61,74,0,6.91,40.7391,-114.0733,1680012906
534,port hardy,CA,41.0,100,20,2.3,50.6996,-127.4199,1680012906
535,mineral wells,US,48.76,61,0,19.57,32.8085,-98.1128,1680012882
536,at-bashi,KG,29.55,70,2,4.34,41.1702,75.8106,1680012907
537,kichmengskiy gorodok,RU,31.71,82,100,5.59,59.9816,45.7854,1680012907
538,ixtapa,MX,65.23,72,0,4.61,20.7,-105.2,1680012908
539,nara,JP,50.5,28,0,2.15,34.6851,135.8049,1680012825
540,ipixuna,BR,81.09,85,100,2.33,-1.7625,-48.8043,1680012908
541,deputatskiy,RU,5.05,94,100,7.61,69.3,139.9,1680012908
542,rio brilhante,BR,82.42,71,15,5.73,-21.8019,-54.5464,1680012909
543,tanout,NE,94.46,8,10,9.17,14.9709,8.8879,1680012909
544,ballina,AU,70.79,81,100,0.49,-28.8667,153.5667,1680012909
545,ongandjera,NA,76.19,58,94,3.24,-17.8833,15.0667,1680012909
546,shu,KZ,57.04,41,0,8.61,43.5983,73.7614,1680012909
547,tuy hoa,VN,76.06,89,46,3.78,13.0833,109.3,1680012910
548,fort dodge,US,23.02,63,0,4.61,42.4975,-94.168,1680012910
549,shelburne,CA,34.59,88,100,2.53,44.0787,-80.2041,1680012663
550,sabang,ID,83.1,73,100,4.94,5.8933,95.3214,1680012910
551,sao miguel do araguaia,BR,82.44,70,100,3.65,-13.275,-50.1628,1680012911
552,dakar,SN,101.28,57,0,13.8,14.6937,-17.4441,1680012878
553,les cayes,HT,81.01,62,52,10.56,18.2,-73.75,1680012911
554,muzhi,RU,6.15,96,68,6.17,65.3667,64.6667,1680012911
555,ucluelet,CA,50.31,66,100,13.13,48.9329,-125.5528,1680012912
556,saint-joseph,RE,79.18,70,93,3.96,-21.3667,55.6167,1680012912
557,teresopolis,BR,74.05,80,95,2.1,-22.4122,-42.9656,1680012912
558,ostersund,SE,24.62,53,0,21.99,63.1792,14.6357,1680012913
559,margherita,IN,68.0,75,37,3.4,27.2833,95.6833,1680012913
560,tucuma,BR,78.75,88,100,4.81,-0.1833,-50.05,1680012913
561,preobrazheniye,RU,35.49,87,3,6.06,42.9019,133.9064,1680012914
